specimen_id,point_index,point_name,x,y,z,fit_x,fit_y,fit_z,theta_deg,radial_coordinate,axial_coordinate,radial_residual,axial_residual,helix_distance
15_mononychus_punctumalbum_trochanter_aligned,19,C.1.19,0.04363503,0.08756112,0.06324036,0.044185370057478246,0.08879761391994503,0.06513861037679056,-330.2628897935367,0.2474476851955742,0.03741569561867991,-0.002302566553276708,-0.0003651481256188782,0.0023313399335814777
15_mononychus_punctumalbum_trochanter_aligned,20,C.1.20,0.01775754,0.06651401,0.08240236,0.01583452549771744,0.06943742221932467,0.08179399485050232,-338.98870632436456,0.2497041780218296,0.03075349758296703,-4.607372702131185e-05,-0.003551381301252743,0.0035516801566595445
15_mononychus_punctumalbum_trochanter_aligned,21,C.1.21,-0.01012753,0.04368766,0.09586415,-0.01356711731034188,0.048201874739386516,0.09310693198457287,-347.67660749797426,0.2514627809645677,0.024771259702987512,0.001712529215716796,-0.006072758059454664,0.006309607496774679
15_mononychus_punctumalbum_trochanter_aligned,22,C.1.22,-0.0395588,0.01991031,0.1028109,-0.04342607349396098,0.025430186793559763,0.09891620145218682,-356.36591677085806,0.25234989512059286,0.020045336338406838,0.0025996433717419554,-0.007337259380127516,0.007784184020917723
15_mononychus_punctumalbum_trochanter_aligned,23,C.1.23,-0.07379298,-0.005692645,0.1026295,-0.07639259745041613,-0.0012331666001711983,0.09875688775954036,-366.0640868484046,0.2526292661612985,0.017744053031458658,0.002879014412447589,-0.005775236797303192,0.006453067801596813
15_mononychus_punctumalbum_trochanter_aligned,24,C.1.24,-0.1076987,-0.03064314,0.09519159,-0.10801139083727468,-0.028562009538425664,0.09161957581188127,-375.76172556920284,0.2530358064242597,0.017127698940567967,0.0032855546754088083,-0.002528496666564841,0.004145861179288295
15_mononychus_punctumalbum_trochanter_aligned,25,C.1.25,-0.1390159,-0.05677018,0.08238547,-0.13715586640105057,-0.05570712238872221,0.07782990251491204,-385.402030715997,0.2547365241039494,0.015123048260862504,0.00498627235509852,-0.0006928921893679884,0.0050341843018812
15_mononychus_punctumalbum_trochanter_aligned,26,C.1.26,-0.1679047,-0.08472084,0.05720788,-0.1657719563094942,-0.08499561280401075,0.05520384833292988,-396.10548035102113,0.2525076563898736,0.01257048881935201,0.0027574046410226982,0.001018311500230988,0.0029394282889425995
15_mononychus_punctumalbum_trochanter_aligned,27,C.1.27,-0.1932664,-0.1138123,0.02963266,-0.18928511940404952,-0.1123611638245675,0.025873229195272907,-406.7434831620388,0.25540762925755434,0.007603952093492487,0.005657377508703432,0.00028946689428713924,0.00566477813853921
15_mononychus_punctumalbum_trochanter_aligned,28,C.1.28,-0.2125948,-0.1398149,-0.00500685,-0.2068925080673652,-0.13700006480044505,-0.008976267332409471,-417.30610865362854,0.2572462956566767,0.0031777436808203417,0.007496043907825822,7.092373669198274e-05,0.007496379422393064
15_mononychus_punctumalbum_trochanter_aligned,29,C.1.29,-0.2210523,-0.1549203,-0.03950014,-0.21654822233402457,-0.15473676990797586,-0.04081630746003262,-425.92810106680025,0.2539706180124287,0.0017316322851267366,0.004220366263577802,0.0020594184373070932,0.004696029780427914
